SMILES,Docked_SMILES,Score
C1CCC(CC1)C(=O)N(CCN2CCC(=CC2)C3=CC=CC=C3)C4=CC=CC=N4,O=C(C1CCCCC1)N(CCN1CC=C(c2ccccc2)CC1)c1ccccn1,-7.8
CC1=C(OC=C1)C(=O)NC2=CC(=C(C=C2)N3C(=O)C4=C(C3=O)C(=CC=C4)F)Cl,Cc1ccoc1C(=O)Nc1ccc(N2C(=O)c3cccc(F)c3C2=O)c(Cl)c1,-7.6
C1CCC(C(C1)NC2=CC=C(C=C2)F)(C(F)(F)F)O,OC1(C(F)(F)F)CCCCC1Nc1ccc(F)cc1,-7
COC1=C(C=C2[C@@H]3CC4=C(CN3CCC2=C1)C=C(S4)CCCCCl)O,COc1cc2c(cc1O)[C@@H]1Cc3sc(CCCCCl)cc3CN1CC2,-7
CC1(C2C1C(N(C2)C(=O)COC3=CC=C(C=C3)OC(F)(F)F)C(=O)NC(CC4CCNC4=O)C=O)C,CC1(C)C2CN(C(=O)COc3ccc(OC(F)(F)F)cc3)C(C(=O)NC(C=O)CC3CCNC3=O)C21,-8
C[C@@H]1C2=NN=C(N2CCN1C(=O)C3=CC=C(C=C3)C4=CC=CS4)C5=CSC(=N5)C,Cc1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)cs1,-7.2
C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)CCC4=CC(=CC(=C4)F)F,O=CC(CC1CCNC1=O)NC(=O)C1C2CCCC2CN1C(=O)CCc1cc(F)cc(F)c1,-8.5
CC(CCC(=O)CF)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,CC(CCC(=O)CF)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-8
C1CN(C2=NC(=NC=C21)C3=CC=C(C=C3)N4CCN(CC4)CCO)CCCN5CCOCC5,OCCN1CCN(c2ccc(-c3ncc4c(n3)N(CCCN3CCOCC3)CC4)cc2)CC1,-7.3
CC(=O)N(C)C1=CC2=C(C=C1)C=CN2C3=NC4=C(C=NN4C(=C3)NC5CC5)C#N,CC(=O)N(C)c1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,-8.2
CC(C)OC(=O)C(C1CCCCN1)C2=CC=CC=C2,CC(C)OC(=O)C(c1ccccc1)C1CCCCN1,-6.5
C1CC2=C(C[C@H]1N3C(CNC3=S)CN)C=C(C=C2F)F,NCC1CNC(=S)N1[C@H]1CCc2c(F)cc(F)cc2C1,-7.8
C1CN(CCN1CCC2=CC3=C(C=C2)C(=O)OC3)C(=O)CC4=CC=C(C=C4)N5C=NN=N5,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,-9
C[C@@H]1CCCN1CCC2=CC3=C(O2)C=CC(=C3)C(=O)C4=CC=C(C=C4)[N+](=O)[O-],C[C@@H]1CCCN1CCc1cc2cc(C(=O)c3ccc([N+](=O)[O-])cc3)ccc2o1,-8.2
C1=CC=C(C=C1)/C(=N\N=C(N)N)/C2=CC=C(S2)Cl,NC(N)=N/N=C(\c1ccccc1)c1ccc(Cl)s1,-6.8
CN1C2=CC=CC=C2N=C1NC(=O)C3=CC4=C(C=C3)C=C5N4CCCNC5=O,Cn1c(NC(=O)c2ccc3cc4n(c3c2)CCCNC4=O)nc2ccccc21,-9.2
CC(C)CC1=CC=C(C=C1)C2=NC(=NO2)C3=CC=C(C=C3)[C@H]4CC[C@H](N4)CC(=O)O,CC(C)Cc1ccc(-c2nc(-c3ccc([C@H]4CC[C@@H](CC(=O)O)N4)cc3)no2)cc1,-7.8
CC1=CC2=C(C=CN=C2N1)C3=CC=C(C=C3)S(=O)(=O)N(C)CCO,Cc1cc2c(-c3ccc(S(=O)(=O)N(C)CCO)cc3)ccnc2[nH]1,-8.9
C[C@H]1CC=CC(=O)[C@H]([C@H](C[C@@H]2[C@H](O2)C3=C(C(=CC(=C3)OC)O)C(=O)O1)O)O,COc1cc(O)c2c(c1)[C@H]1O[C@@H]1C[C@H](O)[C@H](O)C(=O)C=CC[C@H](C)OC2=O,-7.7
C1CC1C2=CN3C(=CN=C3C(=N2)NC4=C(C=C(C=C4)C(=O)N5CCOCC5)F)C6=CNN=C6,O=C(c1ccc(Nc2nc(C3CC3)cn3c(-c4cn[nH]c4)cnc23)c(F)c1)N1CCOCC1,-9.5
CC1C(C2(CCN(CC2)C3=NC(=C(N=C3CO)SC4=C(C(=NC=C4)N)Cl)C)CO1)N,Cc1nc(N2CCC3(CC2)COC(C)C3N)c(CO)nc1Sc1ccnc(N)c1Cl,-7
CC1=CC(=NO1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N(CC3=CC=CC=C3)C(C)C,Cc1cc(NC(=O)c2ccc(S(=O)(=O)N(Cc3ccccc3)C(C)C)cc2)no1,-8.1
CC1CN(CCN1C2=CC(=CC(=C2)F)F)C(=O)CCC3(C(=O)NC(=O)N3)C4CC4,CC1CN(C(=O)CCC2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1,-9.4
C1=CC=C2C(=C1)C(=CN2)C(=O)C(=O)NC3=CC=C(C=C3)Cl,O=C(Nc1ccc(Cl)cc1)C(=O)c1c[nH]c2ccccc12,-8.5
CN1CCC(C1)OC2=C(C(=C(C=C2)F)C3=NC4=C(O3)C(=O)C5=CC=CC=C5C4=O)Cl,CN1CCC(Oc2ccc(F)c(-c3nc4c(o3)C(=O)c3ccccc3C4=O)c2Cl)C1,-9
CC1CN(CCN1C(=O)NC(C)C2=CC(=CC=C2)OC)C3=C(C=NC=C3)F,COc1cccc(C(C)NC(=O)N2CCN(c3ccncc3F)CC2C)c1,-7.7
C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCCC(=O)O,O=C(O)CCCn1c2c(c3ccccc3c1=O)C(=O)c1ccccc1-2,-8.2
C1=CC=C2C=C(C(=CC2=C1)C(=O)N=NC3=C(NC4=CC=CC=C43)O)O,O=C(N=Nc1c(O)[nH]c2ccccc12)c1cc2ccccc2cc1O,-9.5
CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)C,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,-7.3
CC(=O)OC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1,CC(=O)Oc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,-7.4
CC1(CC[C@H]2C[C@@H](C[C@@H]1N2C)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)C,CN1[C@H]2CCC(C)(C)[C@@H]1C[C@@H](OC(=O)C(O)(c1cccs1)c1cccs1)C2,-6.9
CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)O)C)(C)O,CC1CCC2N(C1)CC1C3CC4C(CC(=O)C5CC(O)CCC54C)C3CCC1C2(C)O,-7.6
CC12CCC3C(C1CCC2O)CCC4C3(CC5C(C4)S5)C,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-7.4
CC1=CN(C(=O)C2=CC(=NN12)CN3C(=CC(=N3)C(F)F)Cl)[C@H](C)CC#N,Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,-8.3
CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CNC2C3CC4C2C4C3,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CNC2C3CC4C(C3)C42)o1,-7.5
CN(C)C1=CC=C(C=C1)C=C2C3=CC=CC=C3NC2=O,CN(C)c1ccc(C=C2C(=O)Nc3ccccc32)cc1,-8
C1CN(CCC1CC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,O=S(=O)(c1ccccc1)N1CCC(Cc2ccccc2)CC1,-9
C1CC2=CC=CC=C2N(C1)S(=O)(=O)C3=CC=C(C=C3)C4=CN=C(O4)C5CC5,O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1)N1CCCc2ccccc21,-8.2
C1=CC=C(C=C1)CSC2=C(C=NC=C2)S(=O)(=O)N,NS(=O)(=O)c1cnccc1SCc1ccccc1,-7.3
C[C@H](C1=CC(=CC=C1)Cl)NC(=O)CC2=C(C=CC(=NCC(C3=CC=CC=[N+]3O)(F)F)N2O)Cl,C[C@@H](NC(=O)Cc1c(Cl)ccc(=NCC(F)(F)c2cccc[n+]2O)n1O)c1cccc(Cl)c1,-8.9
CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCC2=CC(=CC=C2)Cl,CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1,-7.2
CC(C1=CC(=CC=C1)Cl)NC(=O)CC2=C(C=CC(=NCC(C3=CC=CC=[N+]3O)(F)F)N2O)Cl,CC(NC(=O)Cc1c(Cl)ccc(=NCC(F)(F)c2cccc[n+]2O)n1O)c1cccc(Cl)c1,-8.5
C1=CC(=CC=C1/C=C/C(=O)NO)/C=N\OCC2=C(C(=C(C(=C2F)F)F)F)F,O=C(/C=C/c1ccc(/C=N\OCc2c(F)c(F)c(F)c(F)c2F)cc1)NO,-8.2
C1CN2CCC1C3(C2)CC4=C(O3)N=CC(=C4)C5=CC(=CC=C5)F,Fc1cccc(-c2cnc3c(c2)CC2(CN4CCC2CC4)O3)c1,-9.2
CNC(=O)CC1CC(C(CN1)NC(=O)C2=CC(=C(O2)Cl)C3=C(C=NN3C)Cl)C4=CC(=C(C=C4)F)F,CNC(=O)CC1CC(c2ccc(F)c(F)c2)C(NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1,-8.5
CC(C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4C(CSC4=O)C(F)F,CC(Nc1ccc2c(c1)OCCn1cc(N3C(=O)SCC3C(F)F)nc1-2)C(N)=O,-7.9
C1C(CC2C1CN(C2)CC(C3=NC=C(C=C3)O)O)OC4=CC=CC=C4F,Oc1ccc(C(O)CN2CC3CC(Oc4ccccc4F)CC3C2)nc1,-8.5
CCN1C(=NN(C1=O)C2=C(C=C(C(=N2)OC(C)C(F)(F)F)C(=O)NC3=C(C=CN=C3Cl)C)F)CO,CCn1c(CO)nn(-c2nc(OC(C)C(F)(F)F)c(C(=O)Nc3c(C)ccnc3Cl)cc2F)c1=O,-8.3
CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1,CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,-7
CC1=NC2=CC3=C(C=C2C(=N1)NC(C)C4=C(C(=CC=C4)C(F)F)F)N5CCN(CC5CO3)C(=O)C6(CC6)C#N,Cc1nc(NC(C)c2cccc(C(F)F)c2F)c2cc3c(cc2n1)OCC1CN(C(=O)C2(C#N)CC2)CCN31,-8.3
COC(=O)C[C@@H](C[C@@H](/C=C/C=C(C1=CC=CC=C1)C2=CC=CC=C2)O)O,COC(=O)C[C@H](O)C[C@H](O)/C=C/C=C(c1ccccc1)c1ccccc1,-8.6
CCOC1=CC=CC2=C1N=C(N2C)C(CCCN=C(CF)N)NC(=O)C3=CC=CC4=C3C(=O)NC4,CCOc1cccc2c1nc(C(CCCN=C(N)CF)NC(=O)c1cccc3c1C(=O)NC3)n2C,-7.8
CC(N1C=C(C2=CC=CC=C21)CC(C(=O)O)N)N3C=C(C4=CC=CC=C43)CC(C(=O)O)N,CC(n1cc(CC(N)C(=O)O)c2ccccc21)n1cc(CC(N)C(=O)O)c2ccccc21,-8.4
COC(=O)C1=C(C=CS1)NC(=O)CC2=CC=CS2,COC(=O)c1sccc1NC(=O)Cc1cccs1,-6.6
CN1C2CCC1C(C(C2)C3=CC(=C(C=C3)Cl)Cl)C=NOC,CON=CC1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,-6.8
CC1=C2C=C[N+](=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C)[C@H]5[C@@H]([C@H]([C@H](CO5)O)O)O,Cc1c2cc[n+]([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)cc2c(C)c2c1[nH]c1ccc(O)cc12,-8.2
C1C[C@H](N2CCN([C@@H]1C2)C[C@@H](CC3=CC=CC=C3)O)C(C4=CC=CC=C4)C5=CC=CC=C5,O[C@H](Cc1ccccc1)CN1CCN2C[C@@H]1CC[C@H]2C(c1ccccc1)c1ccccc1,-8.2
C1C[C@H](N2CCN([C@@H]1C2)C[C@@H](C3=CC=CC=C3)O)C(C4=CC=CC=C4)C5=CC=CC=C5,O[C@@H](CN1CCN2C[C@@H]1CC[C@H]2C(c1ccccc1)c1ccccc1)c1ccccc1,-8.3
CCCCCC(C(C=CC(CCCCCCCC(=O)O)O)O)O,CCCCCC(O)C(O)C=CC(O)CCCCCCCC(=O)O,-6.5
CCNC(C)CN1CCC2=C(C1)C(=O)OC3=CC=CC=C23,CCNC(C)CN1CCc2c(c(=O)oc3ccccc23)C1,-7.5
CC1=C(C=CC=N1)C2=CC3=C(NCC4=C(C=CC5=C4[C@@H](CO5)CO3)F)N6C2=NN=C6,Cc1ncccc1-c1cc2c(n3cnnc13)NCc1c(F)ccc3c1[C@@H](CO3)CO2,-9.1
C[C@H](C1=CC=CC=C1)NC(=O)NC2=NC(=C3C=NNC3=C2)CO,C[C@@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1,-8.2
C#CCCCC1=NC2=C(C(=C(N2)C(=O)C3=CC=CC=C3)C4=CC=CC=C4)C(=O)N1,C#CCCCc1nc2[nH]c(C(=O)c3ccccc3)c(-c3ccccc3)c2c(=O)[nH]1,-8.6
CC1=CC(OC1=O)OC2=C(C=C(C=C2)C3=CC=CC=C3)[N+](=O)[O-],CC1=CC(Oc2ccc(-c3ccccc3)cc2[N+](=O)[O-])OC1=O,-9.9
CC(C)(CO)[C@@H]1C[C@@H](C2=C(N1)C=CC(=C2)[N+](=O)[O-])N(C)C,CN(C)[C@H]1C[C@@H](C(C)(C)CO)Nc2ccc([N+](=O)[O-])cc21,-7
C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=COC=C3)N,Nc1ccc(-c2ccoc2)cc1NC(=O)c1ccccc1,-8.5
C1=CC(=CC=C1OC2=C(C=NC=C2)S(=O)(=O)N)F,NS(=O)(=O)c1cnccc1Oc1ccc(F)cc1,-7.3
CC(C)C(CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2C(CO)C(C)C,-7.6
CN1C=NC2=C(N=C(N=C21)Cl)NC3=CC=CC=C3,Cn1cnc2c(Nc3ccccc3)nc(Cl)nc21,-8
C1=CC=C(C=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)N5C=NC=N5,c1ccc(C2(n3cncn3)c3ccccc3-c3ccccc32)cc1,-8.2
C1CC2=C(C=CC(=N2)OCC3=CC=CC=C3)C(=O)C1,O=C1CCCc2nc(OCc3ccccc3)ccc21,-7.8
COC1=CC=CC=C1C(C2=CC3=C(C=C2O)OCO3)N4CCOCC4,COc1ccccc1C(c1cc2c(cc1O)OCO2)N1CCOCC1,-8.1
CN(C)CC1CCCCCCCCCC(C1=O)CN(C)C,CN(C)CC1CCCCCCCCCC(CN(C)C)C1=O,-6.6
CS(=O)CCC(CO)(C1=CC=CC=C1)C(=O)OC2CN3CCC2CC3,CS(=O)CCC(CO)(C(=O)OC1CN2CCC1CC2)c1ccccc1,-6.9
C1C[C@H](N2CCN([C@@H]1C2)C[C@@H](C3=CC=C(C=C3)F)O)C(C4=CC=CC=C4)C5=CC=CC=C5,O[C@@H](CN1CCN2C[C@@H]1CC[C@H]2C(c1ccccc1)c1ccccc1)c1ccc(F)cc1,-8.1
CC(C(C1=CC=CC=C1)O)NCCC(=O)C2CCCCC2,CC(NCCC(=O)C1CCCCC1)C(O)c1ccccc1,-7.1
CN1CC(CC2C1CC3=CNC4=CC=CC2=C34)NS(=O)(=O)N(C)C,CN1CC(NS(=O)(=O)N(C)C)CC2c3cccc4[nH]cc(c34)CC21,-7.9
CC1=CC=C(C=C1)N2C(=NNC2=O)COC3=CC(=C(C=C3)Cl)C,Cc1ccc(-n2c(COc3ccc(Cl)c(C)c3)n[nH]c2=O)cc1,-8.7
CCN1C(C2=CC=CC=C2N=C1N(C)C)CC(=O)NCC3=CC=C(C=C3)NS(=O)(=O)C4=CC=C(C=C4)C,CCN1C(N(C)C)=Nc2ccccc2C1CC(=O)NCc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,-8.1
C[C@@H]1CCC2[C@@]([C@@]13CC4=C(C=C(C(=C4O3)C(=O)O)C=O)O)(C[C@H]([C@H](C2(C)C)O)O)C,C[C@@H]1CCC2C(C)(C)[C@H](O)[C@H](O)C[C@]2(C)[C@@]12Cc1c(O)cc(C=O)c(C(=O)O)c1O2,-7.1
CC(C)CC(=O)O[C@H](CC(=O)OC/C=C\1/C2=C(C=CC(=C2)Cl)C(=O)O1)C[N+](C)(C)C,CC(C)CC(=O)O[C@H](CC(=O)OC/C=C1\OC(=O)c2ccc(Cl)cc21)C[N+](C)(C)C,-7.4
CNC[C@@H]1CC2=CC=CC=C2[C@@H]1OC3=CC=C(C=C3)C(F)(F)F,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1ccc(C(F)(F)F)cc1,-8.2
C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4)CC5CC5,C[N+]1(CC2CC2)[C@@H]2CC(OC(=O)[C@@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,-7.3
CN=C(N)NC1=CC(=C(C=C1)OCCC2=CC=CC=C2)C3=CC=CC=C3,CN=C(N)Nc1ccc(OCCc2ccccc2)c(-c2ccccc2)c1,-7.3
C/C(=N/NC(=O)C(C1=NNC(=O)C2=CC=CC=C21)NC(=O)C3=CC=CC=C3)/C4=CC(=CC=C4)Br,C/C(=N/NC(=O)C(NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1,-9
COC1=CC=C(C=C1)/C=C/2\CCCC3=CC=CC=C3C2=O,COc1ccc(/C=C2\CCCc3ccccc3C2=O)cc1,-8.3
CC(=O)OC1C2C(CCC(C2(C3(C(=O)CC(OC3(C1O)C)(C)C=C)O)C)O)(C)C,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(O)C(OC(C)=O)C1C(C)(C)CCC(O)C12C,-6.6
C1=CC(=CC=C1C(=O)CSC2=NN=NN2C3=CC=C(C=C3)O)F,O=C(CSc1nnnn1-c1ccc(O)cc1)c1ccc(F)cc1,-9
CC1CCC(CC1)OC2=CC(=NC=C2)CC(C(COC3=NC=C(C=C3)F)N)(C(=O)O)O,CC1CCC(Oc2ccnc(CC(O)(C(=O)O)C(N)COc3ccc(F)cn3)c2)CC1,-8.2
CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,-7.6
CCN(CC(C(F)(F)F)O)C(=O)NC1=NN=C(S1)CC2=CC(=CC(=C2)F)F,CCN(CC(O)C(F)(F)F)C(=O)Nc1nnc(Cc2cc(F)cc(F)c2)s1,-8.2
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-8.3
C[C@@]12CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]1C(=O)[C@H](C[C@H]2C(=O)OC)OCF)C)C4=COC=C4,COC(=O)[C@@H]1C[C@H](OCF)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,-7.6
CC1=C2C=C(NC2=C(C=C1)F)C(=O)NC3CCCC(C3)N4CCN(CC4)C(=O)C,CC(=O)N1CCN(C2CCCC(NC(=O)c3cc4c(C)ccc(F)c4[nH]3)C2)CC1,-9.1
C1=CC=C(C=C1)CCC2=NN=C(S2)NC(=O)C3=CC=C(C=C3)I,O=C(Nc1nnc(CCc2ccccc2)s1)c1ccc(I)cc1,-7.9
CC1=NN=C(O1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)[S@@](=O)C,Cc1nnc(-c2ccc3occ(-c4ccc([S@](C)=O)cc4)c3c2)o1,-8.5
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NC)cc1,-6.3
CC1=CC(=CC(=N1)C)C2=C(C=C3C(=C2)NN=C3NC4CCN(CC4F)C)C5CC5,Cc1cc(-c2cc3[nH]nc(NC4CCN(C)CC4F)c3cc2C2CC2)cc(C)n1,-8.5
CC1=CC(=CC(=C1C[C@@H](C(=O)N[C@H]2CC3=CC=CC=C3CN(C2=O)CC4=NC5=CC=CC=C5N4)N)C)O,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H]1Cc2ccccc2CN(Cc2nc3ccccc3[nH]2)C1=O,-9.6
CCNCCC1=CC(=C(C=C1OC)Br)OC,CCNCCc1cc(OC)c(Br)cc1OC,-5.5
CCCC1=CC(=NO1)C(=O)N(C2CCCCC2)C3CCCCC3,CCCc1cc(C(=O)N(C2CCCCC2)C2CCCCC2)no1,-7.5
CC(COC(F)(F)F)NC(=O)OC1CCN(CC1)C2=NC3=C(C(=C2)C(F)(F)F)SC=C3C(=O)NC,CNC(=O)c1csc2c(C(F)(F)F)cc(N3CCC(OC(=O)NC(C)COC(F)(F)F)CC3)nc12,-7.6
C1CN(CCN1S(=O)(=O)C2=CC3=C(C=C2)OCCO3)S(=O)(=O)C4=CC=CC(=C4)F,O=S(=O)(c1cccc(F)c1)N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,-9.4
C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC=C3,O=C(Nc1ccccc1)c1ccc(NS(=O)(=O)c2ccccc2)cc1,-8.6
C1CCC(CC1)NC(=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4,O=C(NC1CCCCC1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,-8.4
COC1=CC=C(C=C1)C(=O)NC2=NN=C(S2)CC3=CNC4=CC=CC=C43,COc1ccc(C(=O)Nc2nnc(Cc3c[nH]c4ccccc34)s2)cc1,-8.5
C1C(=NN2C(=NN=C2S1)C3=CC=CO3)C4=CC=C(C=C4)F,Fc1ccc(C2=Nn3c(nnc3-c3ccco3)SC2)cc1,-7.9
C1CCN(CC1)C(=O)C2=C(N(C(=S)S2)C3=CC=CC=C3)N,Nc1c(C(=O)N2CCCCC2)sc(=S)n1-c1ccccc1,-7.5
C1=CC=C(C=C1)CCC2=NN=C(S2)NC(=O)C3=CC=CC=C3,O=C(Nc1nnc(CCc2ccccc2)s1)c1ccccc1,-8.3
CCCCOCO[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]2C1=O)C)C4=COC=C4)C)C(=O)OC,CCCCOCO[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,-7.6
CN1C2=C(N=C1OCC3=CC(=CC=C3)Cl)N(C(=O)N(C2=O)C)C,Cn1c(=O)c2c(nc(OCc3cccc(Cl)c3)n2C)n(C)c1=O,-8
CC1=CN(C(=O)C2=CC(=NN12)CN3C(=CC(=N3)C(F)F)Cl)C(C)CC#N,Cc1cn(C(C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,-7.9
CC(=O)N1CCC(CC1)N(C)C(=O)NC2CCC(CC2)C3=CC(=CC(=C3)F)F,CC(=O)N1CCC(N(C)C(=O)NC2CCC(c3cc(F)cc(F)c3)CC2)CC1,-8.1
CNS(=O)(=O)C1=CC2=C(C=CC=C2CCNC(=O)C3=CC=CO3)C=C1,CNS(=O)(=O)c1ccc2cccc(CCNC(=O)c3ccco3)c2c1,-8.4
CC1=CC(=CC=C1)N(C)C(=O)C2C(CCN2C3=NC(=CC(=C3C#N)C(F)(F)F)C)O,Cc1cccc(N(C)C(=O)C2C(O)CCN2c2nc(C)cc(C(F)(F)F)c2C#N)c1,-7.8
C1C[C@H]2CN([C@H](CN2C1)CC3=CC=CC=C3)C(=O)[C@H](CCCN=C(N)N)NC(=O)CCC4=CNC5=CC=CC=C54,NC(N)=NCCC[C@H](NC(=O)CCc1c[nH]c2ccccc12)C(=O)N1C[C@@H]2CCCN2C[C@@H]1Cc1ccccc1,-8.3
CCC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl,CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,-7.7
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C(=C[C@]4([C@@]3([C@H](C[C@]2([C@@]1(C(=O)CO)O)C)O)F)C)Cl)F,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)CO,-7.1
CC#CCOC1=CC=C(C=C1)S(=O)(=O)CC2(CCN(CC2)S(=O)(=O)C(C)C)C(=O)NO,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)C(C)C)CC2)cc1,-8.2
C1CN=C2[C@@](N=C(N2C1)N)(C3=CC=C(C=C3)OC(F)(F)F)C4=CC=CC(=C4)C5=C(N=CC=C5)F,NC1=N[C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN12,-9.4
CN1C=C(C2=CC(=C(C=C21)OC)C(=O)N3CCC(CC3)CC4=CC=C(C=C4)F)C(=O)C(=O)N(C)C,COc1cc2c(cc1C(=O)N1CCC(Cc3ccc(F)cc3)CC1)c(C(=O)C(=O)N(C)C)cn2C,-7.8
C1=CC=C2C(=C1)C3=CC(=NN3C(=O)N2)C4=CC=CO4,O=c1[nH]c2ccccc2c2cc(-c3ccco3)nn12,-7.8
CS(=O)(=O)OC1=CC2=C(CN(C2)CCC3CCC(CC3)NC(=O)/C=C/C4=CC=C(C=C4)F)C=C1,CS(=O)(=O)Oc1ccc2c(c1)CN(CCC1CCC(NC(=O)/C=C/c3ccc(F)cc3)CC1)C2,-7.3
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4([C@@]3([C@H](C[C@]2([C@@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(Cl)[C@@H](O)C[C@@]2(C)[C@]1(OC(=O)c1ccco1)C(=O)CCl,-8.5
